YEAR,LSOA_CODE,LA_CODE,LA_NAME,GOR_CODE,GOR_NAME,IMD_SCORE,RANK_OF_IMD_SCORE,District_LSOA_Name,District_LSOA_Code,LSOA_Code,Aged0,Aged1,Aged2,Aged3,Aged4,Aged5,Aged6,Aged7,Aged8,Aged9,Aged10,Aged11,Aged12,Aged13,Aged14,Aged15,Aged16,Aged17,Aged18,Aged19,Aged20-24,Aged25-29,Aged30-34,Aged35-39,Aged40-44,Aged45-49,Aged50-54,Aged55-59,Aged60-64,Aged65-69,Aged70-74,Aged75-79,Aged80-84,Aged85
2010,"E01022623","24UC","East Hampshire District","J","South East",9.75,24363,"East Hampshire","East Hampshire 012D","E01022623",33,37,27,25,36,33,24,22,30,24,33,27,30,27,25,30,27,26,24,23,112,157,128,121,155,134,112,124,127,105,103,70,54,
2010,"E01022624","24UC","East Hampshire District","J","South East",2.1,32277,"East Hampshire","East Hampshire 011D","E01022624",13,13,11,16,22,18,17,20,25,25,23,25,25,30,32,30,34,36,26,21,82,77,73,96,160,207,191,185,185,132,110,84,98,
2010,"E01022625","24UC","East Hampshire District","J","South East",7.46,27236,"East Hampshire","East Hampshire 011E","E01022625",32,30,37,37,34,44,38,37,41,29,34,31,35,23,31,25,33,26,30,32,113,105,122,172,166,201,180,178,162,149,112,96,76,
2010,"E01022626","24UC","East Hampshire District","J","South East",12.6,20850,"East Hampshire","East Hampshire 012E","E01022626",19,27,28,29,26,25,19,22,19,15,18,22,17,16,15,16,14,15,21,25,204,205,168,178,196,160,116,71,88,87,98,97,112,
2010,"E01022627","24UC","East Hampshire District","J","South East",8.050000000000001,26535,"East Hampshire","East Hampshire 007F","E01022627",7,12,16,13,30,24,20,17,15,16,23,28,18,25,17,28,28,19,29,31,110,91,82,125,145,154,195,167,185,150,119,75,43,
2010,"E01022628","24UC","East Hampshire District","J","South East",8.73,25687,"East Hampshire","East Hampshire 015D","E01022628",18,13,10,8,14,11,14,12,15,13,11,12,14,13,9,14,15,5,10,11,26,45,57,86,138,156,96,74,57,52,47,43,36,
2010,"E01022629","24UC","East Hampshire District","J","South East",5.12,29928,"East Hampshire","East Hampshire 015E","E01022629",5,6,7,7,11,6,11,9,9,13,11,11,18,15,14,16,9,14,15,11,46,50,49,62,78,110,108,85,107,102,92,72,59,
2010,"E01022630","24UC","East Hampshire District","J","South East",9.99,24026,"East Hampshire","East Hampshire 008A","E01022630",15,24,21,38,18,37,35,26,30,22,29,25,27,29,21,23,28,28,19,20,110,97,122,149,153,182,200,157,161,140,125,89,60,
2010,"E01022631","24UC","East Hampshire District","J","South East",12.62,20825,"East Hampshire","East Hampshire 010D","E01022631",7,16,16,13,15,14,15,14,18,16,21,19,17,21,16,17,20,16,18,18,56,38,51,87,91,124,127,89,107,68,37,36,28,
2010,"E01022632","24UC","East Hampshire District","J","South East",5.15,29890,"East Hampshire","East Hampshire 010E","E01022632",10,16,6,18,9,14,13,10,15,7,10,13,12,11,19,16,12,13,15,15,56,43,64,80,94,84,89,84,83,59,26,36,29,
2010,"E01022633","24UC","East Hampshire District","J","South East",6.9,27947,"East Hampshire","East Hampshire 006B","E01022633",19,16,16,24,18,20,17,21,15,15,18,13,12,14,16,18,16,19,12,18,78,87,90,95,99,101,91,57,58,48,45,35,37,
2010,"E01022634","24UC","East Hampshire District","J","South East",12.01,21524,"East Hampshire","East Hampshire 004B","E01022634",13,20,17,17,19,12,9,9,11,9,12,12,11,15,10,11,13,10,13,16,76,93,79,62,68,81,77,48,57,38,46,35,27,
2010,"E01022635","24UC","East Hampshire District","J","South East",21.25,13058,"East Hampshire","East Hampshire 006C","E01022635",12,25,23,24,31,29,27,22,21,20,20,20,23,24,24,26,24,23,25,18,94,106,91,105,113,116,94,69,45,54,49,32,12,
2010,"E01022636","24UC","East Hampshire District","J","South East",10.17,23798,"East Hampshire","East Hampshire 006D","E01022636",19,23,22,18,22,19,14,19,14,15,15,18,17,16,19,15,16,17,15,13,72,93,88,90,131,117,99,68,54,38,35,27,11,
2010,"E01022637","24UC","East Hampshire District","J","South East",12.02,21516,"East Hampshire","East Hampshire 008B","E01022637",12,10,13,15,16,17,16,12,12,9,12,11,14,11,15,14,12,9,11,11,59,76,92,124,124,122,88,61,59,37,27,21,16,
2010,"E01022638","24UC","East Hampshire District","J","South East",10.04,23976,"East Hampshire","East Hampshire 008C","E01022638",16,10,30,14,14,25,17,16,9,11,17,13,15,14,14,20,15,88,142,105,220,87,71,70,105,113,91,74,75,67,56,42,49,
2010,"E01022639","24UC","East Hampshire District","J","South East",6.79,28086,"East Hampshire","East Hampshire 004C","E01022639",71,97,75,78,77,75,68,66,48,53,49,39,37,39,33,34,30,28,15,17,115,165,202,211,161,81,46,20,16,10,20,26,19,
2010,"E01022640","24UC","East Hampshire District","J","South East",13.92,19320,"East Hampshire","East Hampshire 004D","E01022640",43,40,40,32,43,26,30,38,27,26,26,29,26,31,27,24,20,24,21,25,109,73,83,108,127,99,55,44,32,14,21,20,15,
2010,"E01022641","24UC","East Hampshire District","J","South East",10.34,23579,"East Hampshire","East Hampshire 006E","E01022641",19,11,22,14,21,16,21,15,10,12,15,23,24,19,22,17,22,14,19,22,85,105,130,118,92,93,86,67,70,55,27,13,15,
2010,"E01022642","24UC","East Hampshire District","J","South East",8.9,25465,"East Hampshire","East Hampshire 008D","E01022642",12,5,17,21,11,18,19,17,16,12,19,14,19,20,16,12,14,21,14,14,98,86,62,62,85,92,83,56,47,42,30,22,23,
2010,"E01022643","24UD","Eastleigh District","J","South East",4.84,30204,"Eastleigh","Eastleigh 005A","E01022643",15,20,25,20,16,20,11,14,12,14,19,23,26,19,33,24,22,20,23,15,95,90,87,104,115,130,127,133,99,68,67,41,27,
2010,"E01022644","24UD","Eastleigh District","J","South East",5.64,29386,"Eastleigh","Eastleigh 005B","E01022644",19,16,10,24,14,19,13,14,14,13,18,20,29,24,25,23,27,21,23,15,81,68,61,101,116,136,100,71,49,47,55,31,17,
2010,"E01022645","24UD","Eastleigh District","J","South East",3.87,31142,"Eastleigh","Eastleigh 008A","E01022645",5,3,10,5,15,7,6,9,9,8,11,13,14,11,15,15,10,20,13,15,59,53,51,54,60,79,86,92,87,62,63,74,59,
2010,"E01022646","24UD","Eastleigh District","J","South East",5.51,29520,"Eastleigh","Eastleigh 005C","E01022646",18,14,19,15,17,23,18,19,14,21,28,23,22,33,28,26,33,25,23,25,83,70,73,109,151,131,106,82,93,79,62,45,31,
2010,"E01022647","24UD","Eastleigh District","J","South East",6.22,28748,"Eastleigh","Eastleigh 005D","E01022647",19,23,24,16,24,14,11,15,18,21,19,16,15,14,26,22,21,21,25,17,99,78,69,85,115,131,129,94,100,71,62,47,33,
2010,"E01022648","24UD","Eastleigh District","J","South East",13.93,19313,"Eastleigh","Eastleigh 004A","E01022648",19,11,18,8,10,17,11,13,9,12,11,15,9,18,9,10,13,9,19,14,64,73,80,92,89,101,89,79,70,56,59,46,47,
2010,"E01022649","24UD","Eastleigh District","J","South East",25.32,10485,"Eastleigh","Eastleigh 005E","E01022649",27,35,28,24,19,18,24,23,18,22,21,16,18,27,28,31,17,28,29,34,115,78,88,106,116,104,68,58,39,50,54,55,59,
2010,"E01022650","24UD","Eastleigh District","J","South East",10.45,23456,"Eastleigh","Eastleigh 005F","E01022650",11,23,22,17,15,10,12,6,12,11,11,10,12,9,17,15,19,20,16,18,79,71,67,79,77,89,98,54,83,49,44,31,30,
2010,"E01022651","24UD","Eastleigh District","J","South East",6.46,28450,"Eastleigh","Eastleigh 012A","E01022651",35,30,21,20,25,16,23,19,16,19,26,22,18,18,12,21,15,23,22,20,112,123,138,168,165,182,162,137,112,74,50,27,26,
2010,"E01022652","24UD","Eastleigh District","J","South East",13.16,20213,"Eastleigh","Eastleigh 011A","E01022652",18,23,16,15,28,20,20,14,21,14,19,18,19,22,24,16,22,22,23,20,102,84,81,89,127,137,125,107,103,76,62,56,42,
2010,"E01022653","24UD","Eastleigh District","J","South East",8.98,25364,"Eastleigh","Eastleigh 010A","E01022653",16,12,11,28,11,15,13,14,8,8,11,12,12,16,17,12,16,17,17,19,97,92,67,57,78,113,106,116,121,82,68,50,42,
2010,"E01022654","24UD","Eastleigh District","J","South East",8.75,25655,"Eastleigh","Eastleigh 013A","E01022654",25,22,10,26,12,16,17,11,14,16,17,19,14,14,16,17,19,18,15,11,85,103,113,148,119,122,117,102,76,60,35,20,12,
2010,"E01022655","24UD","Eastleigh District","J","South East",32.05,7324,"Eastleigh","Eastleigh 013B","E01022655",25,30,25,36,27,30,23,34,39,36,40,39,31,44,43,30,43,36,30,24,105,97,104,126,123,97,81,69,59,32,30,15,18,
2010,"E01022656","24UD","Eastleigh District","J","South East",17.37,16139,"Eastleigh","Eastleigh 013C","E01022656",21,25,24,16,12,16,14,9,17,14,16,12,15,19,16,18,16,18,16,14,71,85,74,72,82,102,122,92,101,83,67,53,40,
2010,"E01022657","24UD","Eastleigh District","J","South East",11.0,22733,"Eastleigh","Eastleigh 013D","E01022657",22,14,20,17,12,14,26,14,15,16,19,19,17,14,19,15,17,17,21,19,70,84,116,148,142,110,116,94,98,82,55,43,36,
2010,"E01022658","24UD","Eastleigh District","J","South East",7.63,27033,"Eastleigh","Eastleigh 013E","E01022658",17,17,18,13,13,14,12,21,13,10,11,12,13,13,11,16,13,18,11,15,73,97,87,76,84,91,106,134,139,134,78,50,39,
2010,"E01022659","24UD","Eastleigh District","J","South East",7.15,27621,"Eastleigh","Eastleigh 002A","E01022659",19,18,14,16,19,16,14,15,12,11,15,15,22,20,22,33,30,30,27,35,135,116,102,115,136,154,139,123,114,52,41,30,23,
2010,"E01022660","24UD","Eastleigh District","J","South East",11.01,22716,"Eastleigh","Eastleigh 002B","E01022660",12,23,18,11,19,14,22,17,17,20,24,17,18,16,12,18,18,14,28,23,102,86,75,80,88,112,113,96,82,59,54,46,37,
2010,"E01022661","24UD","Eastleigh District","J","South East",4.35,30697,"Eastleigh","Eastleigh 003A","E01022661",11,16,14,11,11,17,11,14,18,15,19,15,20,20,18,12,11,19,19,16,102,97,85,82,78,107,105,117,131,91,80,82,68,
2010,"E01022662","24UD","Eastleigh District","J","South East",4.7,30357,"Eastleigh","Eastleigh 003B","E01022662",16,7,13,13,18,14,9,15,16,14,16,16,19,18,18,15,21,17,11,17,78,96,68,48,87,116,114,112,97,63,54,60,37,
2010,"E01022663","24UD","Eastleigh District","J","South East",3.04,31795,"Eastleigh","Eastleigh 003C","E01022663",24,22,16,13,21,23,17,21,20,18,20,18,18,17,22,21,24,21,21,22,106,108,94,97,123,143,125,121,112,81,49,42,30,
2010,"E01022664","24UD","Eastleigh District","J","South East",2.37,32161,"Eastleigh","Eastleigh 003D","E01022664",18,16,13,12,16,19,17,15,23,17,18,14,13,16,15,19,19,21,20,15,80,85,79,91,114,137,107,88,91,75,77,48,46,
2010,"E01022665","24UD","Eastleigh District","J","South East",5.41,29645,"Eastleigh","Eastleigh 003E","E01022665",26,20,17,18,10,11,16,9,11,15,17,16,22,19,17,23,18,8,11,10,58,75,95,120,113,120,95,82,63,44,35,37,43,
2010,"E01022666","24UD","Eastleigh District","J","South East",16.49,16924,"Eastleigh","Eastleigh 007A","E01022666",31,36,42,30,28,19,24,18,24,17,20,23,21,28,25,24,22,24,20,30,152,155,173,194,184,174,160,105,98,40,65,35,40,
2010,"E01022667","24UD","Eastleigh District","J","South East",12.12,21397,"Eastleigh","Eastleigh 004B","E01022667",19,22,13,16,11,8,19,12,16,10,11,17,15,13,16,19,13,18,18,21,99,113,83,85,100,118,109,83,79,50,40,24,25,
2010,"E01022668","24UD","Eastleigh District","J","South East",18.51,15174,"Eastleigh","Eastleigh 006A","E01022668",61,49,48,41,25,36,32,31,24,22,24,25,30,28,31,28,31,34,38,45,208,195,169,184,196,187,177,119,91,75,75,47,52,
2010,"E01022669","24UD","Eastleigh District","J","South East",17.67,15888,"Eastleigh","Eastleigh 007B","E01022669",25,29,30,27,25,23,15,20,19,15,17,21,17,18,24,24,20,21,20,31,100,107,121,153,153,145,112,76,65,51,49,30,30,
2010,"E01022670","24UD","Eastleigh District","J","South East",27.63,9307,"Eastleigh","Eastleigh 007C","E01022670",28,26,21,39,23,27,23,18,20,21,23,22,24,19,17,20,22,22,23,32,119,117,111,138,134,106,98,65,46,37,32,25,29,
2010,"E01022671","24UD","Eastleigh District","J","South East",25.16,10595,"Eastleigh","Eastleigh 007D","E01022671",19,21,18,19,18,20,13,22,11,14,15,16,22,16,20,16,20,18,19,27,90,121,123,123,130,128,110,89,70,41,38,22,23,
2010,"E01022672","24UD","Eastleigh District","J","South East",14.54,18674,"Eastleigh","Eastleigh 004C","E01022672",20,17,13,16,22,11,18,17,16,19,20,18,25,19,23,23,25,30,22,30,129,108,80,108,131,135,119,120,91,86,47,41,29,
2010,"E01022673","24UD","Eastleigh District","J","South East",20.13,13899,"Eastleigh","Eastleigh 004D","E01022673",35,30,37,34,22,20,24,19,33,20,21,21,16,22,25,21,31,22,39,38,160,136,124,139,152,157,143,120,113,82,70,59,45,
2010,"E01022674","24UD","Eastleigh District","J","South East",11.8,21772,"Eastleigh","Eastleigh 004E","E01022674",23,29,21,7,25,11,22,14,14,20,21,23,19,19,22,22,27,25,23,25,114,107,112,124,134,128,143,120,105,66,44,42,35,
2010,"E01022675","24UD","Eastleigh District","J","South East",3.73,31256,"Eastleigh","Eastleigh 002C","E01022675",11,13,12,8,17,12,10,7,8,18,19,13,14,18,20,15,19,15,18,17,104,109,84,65,80,91,150,142,159,74,56,32,18,
2010,"E01022676","24UD","Eastleigh District","J","South East",8.0,26602,"Eastleigh","Eastleigh 002D","E01022676",20,23,22,13,13,12,8,11,18,10,11,12,17,17,19,17,18,22,22,20,135,88,73,72,103,117,129,123,133,83,51,45,30,
2010,"E01022677","24UD","Eastleigh District","J","South East",23.87,11355,"Eastleigh","Eastleigh 006B","E01022677",38,32,32,23,30,25,23,20,29,24,25,28,19,23,26,22,26,24,26,25,138,124,103,100,127,110,91,81,82,54,58,52,59,
2010,"E01022678","24UD","Eastleigh District","J","South East",17.78,15796,"Eastleigh","Eastleigh 006C","E01022678",28,33,28,29,35,18,32,28,23,19,20,28,24,26,26,26,27,33,26,28,146,115,117,134,140,133,95,83,89,77,68,54,43,
2010,"E01022679","24UD","Eastleigh District","J","South East",18.9,14840,"Eastleigh","Eastleigh 007E","E01022679",31,34,26,36,24,20,20,26,21,22,23,26,25,26,21,26,22,27,27,24,107,120,137,156,164,133,97,89,75,59,43,35,28,
2010,"E01022680","24UD","Eastleigh District","J","South East",29.72,8313,"Eastleigh","Eastleigh 006D","E01022680",15,21,15,20,18,24,9,16,12,16,17,18,25,21,17,16,21,23,22,20,87,84,82,97,111,83,71,71,60,47,76,86,44,
2010,"E01022681","24UD","Eastleigh District","J","South East",26.61,9834,"Eastleigh","Eastleigh 006E","E01022681",13,7,24,16,21,20,19,14,20,17,18,20,21,15,21,22,23,24,27,33,127,102,91,96,94,102,82,95,61,63,63,39,39,
2010,"E01022682","24UD","Eastleigh District","J","South East",4.05,30994,"Eastleigh","Eastleigh 008B","E01022682",13,10,15,10,17,7,17,13,17,19,23,21,17,23,18,18,15,22,20,13,86,79,76,67,77,122,128,112,130,78,51,39,34,
2010,"E01022683","24UD","Eastleigh District","J","South East",4.46,30583,"Eastleigh","Eastleigh 008C","E01022683",11,12,17,23,17,21,9,18,17,17,20,19,24,24,15,25,20,30,23,17,76,58,70,91,123,123,114,83,73,65,50,29,18,
2010,"E01022684","24UD","Eastleigh District","J","South East",6.1,28879,"Eastleigh","Eastleigh 008D","E01022684",8,19,15,11,15,16,17,14,16,8,9,17,10,15,14,17,27,20,9,18,79,77,75,71,89,107,122,121,119,101,67,52,32,
2010,"E01022685","24UD","Eastleigh District","J","South East",8.050000000000001,26539,"Eastleigh","Eastleigh 008E","E01022685",3,10,7,4,12,14,5,8,12,9,11,14,12,10,14,11,15,14,19,13,52,57,59,63,66,80,74,82,63,45,45,34,32,
2010,"E01022686","24UD","Eastleigh District","J","South East",5.04,30007,"Eastleigh","Eastleigh 008F","E01022686",12,19,18,19,22,19,29,20,24,21,24,20,22,22,25,22,20,21,24,23,98,92,82,88,114,145,133,125,100,87,62,35,19,
2010,"E01022687","24UD","Eastleigh District","J","South East",3.25,31643,"Eastleigh","Eastleigh 008G","E01022687",11,17,18,17,27,23,21,25,18,22,26,29,26,25,26,27,26,18,20,24,68,71,97,142,169,169,136,98,93,69,50,29,18,
2010,"E01022688","24UD","Eastleigh District","J","South East",5.45,29596,"Eastleigh","Eastleigh 015A","E01022688",35,23,28,16,28,24,22,28,18,27,29,31,27,29,30,30,18,24,18,21,87,96,141,209,204,167,138,145,137,120,98,66,52,
2010,"E01022689","24UD","Eastleigh District","J","South East",8.93,25426,"Eastleigh","Eastleigh 015B","E01022689",20,8,14,18,18,7,12,16,15,13,14,17,10,13,15,19,14,15,16,15,66,68,60,84,109,111,115,137,144,120,83,68,35,
2010,"E01022690","24UD","Eastleigh District","J","South East",15.81,17514,"Eastleigh","Eastleigh 015C","E01022690",31,35,30,27,29,27,24,28,25,19,20,22,28,18,19,25,19,18,24,24,108,102,122,154,157,126,124,100,111,87,90,71,56,
2010,"E01022691","24UD","Eastleigh District","J","South East",5.95,29031,"Eastleigh","Eastleigh 010B","E01022691",26,25,14,27,27,22,18,22,23,16,15,22,21,22,22,19,18,18,21,20,77,111,116,146,177,144,104,59,43,31,29,19,3,
2010,"E01022692","24UD","Eastleigh District","J","South East",9.32,24926,"Eastleigh","Eastleigh 010C","E01022692",54,68,59,58,54,47,42,40,30,32,28,37,32,32,36,28,25,28,29,36,146,166,219,282,233,184,128,89,61,47,55,37,17,
2010,"E01022693","24UD","Eastleigh District","J","South East",3.52,31428,"Eastleigh","Eastleigh 010D","E01022693",19,26,16,19,26,22,25,24,22,22,19,25,20,25,28,24,21,25,22,24,106,102,91,104,140,143,108,69,62,29,26,20,11,
2010,"E01022694","24UD","Eastleigh District","J","South East",4.77,30288,"Eastleigh","Eastleigh 010E","E01022694",23,30,26,28,33,32,25,31,18,22,21,20,28,24,19,26,21,26,31,34,122,120,114,145,149,160,126,94,69,28,28,22,11,
2010,"E01022695","24UD","Eastleigh District","J","South East",5.77,29245,"Eastleigh","Eastleigh 011B","E01022695",14,14,16,13,17,10,14,12,15,17,19,21,15,19,21,26,24,21,20,18,78,84,92,121,133,114,83,59,80,60,62,50,37,
2010,"E01022696","24UD","Eastleigh District","J","South East",4.88,30173,"Eastleigh","Eastleigh 012B","E01022696",14,9,8,14,15,13,15,15,11,17,19,17,17,22,21,24,23,17,21,23,94,91,79,73,108,114,86,85,101,105,98,79,51,
2010,"E01022697","24UD","Eastleigh District","J","South East",4.93,30121,"Eastleigh","Eastleigh 012C","E01022697",8,9,14,7,18,18,19,23,17,20,20,16,17,19,16,17,13,14,22,27,90,92,74,84,114,119,102,95,111,92,78,64,41,
2010,"E01022698","24UD","Eastleigh District","J","South East",8.93,25424,"Eastleigh","Eastleigh 012D","E01022698",15,9,13,15,22,23,15,11,16,15,15,18,17,17,12,27,16,17,15,16,82,88,84,111,118,123,99,103,122,115,117,84,50,
2010,"E01022699","24UD","Eastleigh District","J","South East",5.49,29544,"Eastleigh","Eastleigh 012E","E01022699",15,14,16,10,19,23,22,14,14,15,15,17,25,20,18,23,15,21,18,17,96,88,105,136,134,119,93,97,116,71,81,47,30,
2010,"E01022700","24UD","Eastleigh District","J","South East",13.89,19363,"Eastleigh","Eastleigh 011C","E01022700",20,25,19,24,25,21,19,20,17,23,28,16,26,23,20,21,25,28,19,21,81,101,89,88,106,129,90,91,75,49,53,39,45,
2010,"E01022701","24UD","Eastleigh District","J","South East",17.33,16171,"Eastleigh","Eastleigh 011D","E01022701",10,8,10,11,13,8,13,9,9,4,5,8,10,14,10,10,13,13,13,9,68,72,44,31,65,85,81,79,82,68,49,52,53,
2010,"E01022702","24UD","Eastleigh District","J","South East",8.470000000000001,26007,"Eastleigh","Eastleigh 012F","E01022702",16,14,21,16,14,12,13,13,13,16,20,22,18,21,23,27,29,18,19,20,89,88,68,75,107,156,127,97,80,29,25,10,16,
2010,"E01022703","24UD","Eastleigh District","J","South East",9.300000000000001,24957,"Eastleigh","Eastleigh 011E","E01022703",9,16,10,19,9,13,15,14,21,12,15,22,21,19,19,21,21,23,17,19,85,106,105,103,119,125,120,85,78,74,52,48,25,
2010,"E01022704","24UD","Eastleigh District","J","South East",2.63,32036,"Eastleigh","Eastleigh 002E","E01022704",14,18,21,18,24,29,24,26,24,32,33,38,30,24,21,28,24,20,18,17,68,57,59,128,176,143,134,129,164,102,66,71,57,
2010,"E01022705","24UD","Eastleigh District","J","South East",2.19,32240,"Eastleigh","Eastleigh 001A","E01022705",6,13,12,12,16,15,14,17,18,18,18,11,16,16,18,19,19,20,15,15,77,66,45,47,86,103,87,125,159,112,90,105,72,
2010,"E01022706","24UD","Eastleigh District","J","South East",2.67,32020,"Eastleigh","Eastleigh 001B","E01022706",11,9,13,11,14,16,15,21,17,13,14,20,12,19,18,16,21,26,21,20,92,67,47,67,72,100,119,140,165,129,92,69,55,
2010,"E01022707","24UD","Eastleigh District","J","South East",2.23,32227,"Eastleigh","Eastleigh 001C","E01022707",17,23,18,19,32,29,41,35,29,36,33,31,37,39,38,37,31,35,31,25,130,98,87,93,140,174,158,163,166,128,70,52,32,
2010,"E01022708","24UD","Eastleigh District","J","South East",2.05,32286,"Eastleigh","Eastleigh 001D","E01022708",17,21,27,18,23,20,25,15,18,25,24,22,24,23,29,26,22,30,25,22,91,76,75,123,145,130,130,100,119,87,77,58,40,
2010,"E01022709","24UD","Eastleigh District","J","South East",2.4,32150,"Eastleigh","Eastleigh 001E","E01022709",14,10,9,13,17,19,14,14,14,15,14,26,19,25,22,16,17,22,15,9,66,50,69,101,95,97,93,112,120,106,106,86,56,
2010,"E01022710","24UD","Eastleigh District","J","South East",13.67,19607,"Eastleigh","Eastleigh 014A","E01022710",18,16,24,20,20,17,17,18,12,15,14,20,25,14,18,23,19,19,15,16,63,94,115,150,162,136,114,112,128,106,99,79,75,
2010,"E01022711","24UD","Eastleigh District","J","South East",23.71,11465,"Eastleigh","Eastleigh 014B","E01022711",21,22,15,21,13,21,21,15,19,23,21,25,24,27,20,24,29,30,22,23,108,111,99,100,134,132,107,82,90,79,80,61,54,
2010,"E01022712","24UD","Eastleigh District","J","South East",9.109999999999999,25204,"Eastleigh","Eastleigh 014C","E01022712",18,17,25,13,20,24,15,23,15,19,18,21,21,23,23,20,22,23,20,19,87,118,111,137,145,151,138,110,89,61,47,43,39,
2010,"E01022713","24UD","Eastleigh District","J","South East",11.93,21608,"Eastleigh","Eastleigh 009A","E01022713",19,23,19,28,21,15,19,18,19,23,22,22,17,24,23,21,24,22,15,12,74,83,94,130,143,113,94,96,128,106,99,75,72,
2010,"E01022714","24UD","Eastleigh District","J","South East",4.88,30186,"Eastleigh","Eastleigh 009B","E01022714",11,12,17,12,18,17,18,12,18,18,18,24,20,21,21,22,19,25,18,18,78,84,70,77,114,134,115,87,121,110,102,82,64,
2010,"E01022715","24UD","Eastleigh District","J","South East",14.51,18701,"Eastleigh","Eastleigh 009C","E01022715",18,22,12,19,16,17,19,23,20,21,21,17,27,21,27,23,16,18,17,15,77,84,120,192,174,142,91,78,83,59,50,53,37,
2010,"E01022716","24UD","Eastleigh District","J","South East",14.84,18397,"Eastleigh","Eastleigh 009D","E01022716",21,29,19,13,22,14,17,13,14,19,20,21,21,24,26,24,22,20,14,14,83,94,114,149,170,146,95,92,80,50,31,33,23,
2010,"E01022717","24UD","Eastleigh District","J","South East",6.41,28513,"Eastleigh","Eastleigh 009E","E01022717",23,17,17,16,19,10,17,14,16,17,17,17,16,19,11,13,13,23,14,15,71,78,79,95,107,120,113,85,66,40,33,19,21,
2010,"E01022718","24UD","Eastleigh District","J","South East",8.710000000000001,25708,"Eastleigh","Eastleigh 009F","E01022718",12,11,12,13,18,13,18,15,10,13,14,16,14,19,21,19,17,17,17,13,89,88,64,62,91,111,110,88,128,89,67,45,37,
2010,"E01022719","24UD","Eastleigh District","J","South East",7.83,26789,"Eastleigh","Eastleigh 009G","E01022719",15,13,11,13,19,10,12,17,9,16,17,16,16,17,22,14,24,24,16,19,85,94,66,54,85,121,101,105,117,94,90,73,76,
2010,"E01022720","24UE","Fareham District","J","South East",3.82,31190,"Fareham","Fareham 004A","E01022720",8,8,10,10,8,10,13,14,15,18,16,21,26,22,24,23,23,20,14,22,100,96,57,52,90,130,147,118,105,85,59,40,29,
2010,"E01022721","24UE","Fareham District","J","South East",8.5,25975,"Fareham","Fareham 008A","E01022721",12,12,10,16,12,12,12,12,15,15,9,12,13,13,13,13,11,11,10,10,75,90,83,97,111,119,111,104,103,62,69,70,37,
2010,"E01022722","24UE","Fareham District","J","South East",11.63,21983,"Fareham","Fareham 008B","E01022722",16,21,16,21,14,13,25,22,24,20,19,18,21,19,15,21,20,19,15,17,82,79,72,75,95,120,114,77,70,62,55,63,67,
2010,"E01022723","24UE","Fareham District","J","South East",19.95,14031,"Fareham","Fareham 008C","E01022723",22,19,14,18,16,15,18,15,13,20,17,10,11,13,11,10,10,9,11,11,63,82,99,122,117,107,116,73,81,55,55,57,56,
2010,"E01022724","24UE","Fareham District","J","South East",10.52,23337,"Fareham","Fareham 008D","E01022724",24,22,22,20,24,13,14,20,15,24,20,30,22,22,19,19,22,17,16,19,70,60,80,125,155,140,111,73,79,39,50,53,24,
2010,"E01022725","24UE","Fareham District","J","South East",5.85,29169,"Fareham","Fareham 004B","E01022725",8,7,6,7,4,10,7,11,8,15,17,12,10,17,14,24,15,12,12,11,67,67,58,61,58,72,77,82,102,95,99,67,63,
2010,"E01022726","24UE","Fareham District","J","South East",2.89,31892,"Fareham","Fareham 004C","E01022726",7,15,12,9,10,12,17,18,15,19,16,12,12,16,15,14,20,16,14,16,68,66,55,55,83,90,84,93,109,84,105,75,61,
2010,"E01022727","24UE","Fareham District","J","South East",6.05,28928,"Fareham","Fareham 004D","E01022727",8,4,14,22,18,16,18,14,24,18,17,29,27,25,19,23,23,18,18,14,70,67,72,90,120,137,91,58,104,109,105,92,64,
2010,"E01022728","24UE","Fareham District","J","South East",15.83,17501,"Fareham","Fareham 011A","E01022728",35,26,40,25,17,19,23,21,22,25,23,18,24,17,21,18,13,13,15,20,70,81,99,168,161,119,97,61,84,52,79,88,77,
2010,"E01022729","24UE","Fareham District","J","South East",5.33,29712,"Fareham","Fareham 004E","E01022729",16,15,21,13,13,18,21,19,22,22,22,23,17,23,22,14,12,13,10,10,64,67,76,112,130,104,85,82,96,58,39,16,13,
2010,"E01022730","24UE","Fareham District","J","South East",8.92,25443,"Fareham","Fareham 003A","E01022730",11,10,14,9,9,7,16,12,18,8,8,10,21,14,16,15,15,14,31,21,73,66,72,100,132,142,111,95,107,90,77,64,49,
2010,"E01022731","24UE","Fareham District","J","South East",4.29,30761,"Fareham","Fareham 003B","E01022731",7,15,19,18,13,11,12,12,16,15,15,18,17,20,18,13,18,18,19,24,97,76,66,118,146,132,137,107,99,58,36,24,17,
2010,"E01022732","24UE","Fareham District","J","South East",32.02,7340,"Fareham","Fareham 003C","E01022732",26,25,24,26,16,16,26,21,19,20,18,21,22,19,18,21,20,22,25,19,69,62,71,93,102,100,87,87,63,57,60,52,46,
2010,"E01022733","24UE","Fareham District","J","South East",10.1,23878,"Fareham","Fareham 003D","E01022733",15,18,16,16,16,15,15,13,13,21,18,17,16,13,19,11,19,21,18,21,77,71,73,82,88,86,90,102,110,118,90,85,70,
